nserie;datatrafego;placa;velocidade;velocidade_regul;hora
1043;2026-04-11 20:05:45;1B8A6749CE837EDF8B783F60DC5AFB9071E417D31520BC1E07B6568E1A8B8667;55.0;70;20
1043;2026-04-11 20:05:49;CC8941703AC42E82D87DA0C9FA5380321D288A0A4067C0581264BC6CEE0CDCA7;45.0;70;20
1043;2026-04-11 20:05:51;E1677460E5421D4512942608F31E0EF15C0B1064167D90C9AB7E59777F35B4BB;50.0;70;20
1043;2026-04-11 20:05:53;F3B4862CF808479E4CFCDC201BE43C08AD1159CA24742342358DD01272A45B8A;50.0;70;20
1043;2026-04-11 20:05:55;5F2C0F13AB0ADF5C7CEA4586AE423AC6FF97430F0402EE9932FFED1983D47306;48.0;70;20
1043;2026-04-11 20:05:58;E00F736767B834E005E402825523E77FEBE701F11BD3173FE2A2BB87D9F013BE;55.0;70;20
1043;2026-04-11 20:06:00;41494A82A8E2ECF32E74D84CF5AEB7D972B1E099EBFD63904AA37EB0016B27EF;49.0;70;20
1043;2026-04-11 20:06:05;3091CEFF0F89833966B2622B645D000659C0932DDE825177AEC67B9FB24129DD;49.0;70;20
1043;2026-04-11 20:06:39;3E4E61E692F5F8F47AD741859E71E63818FC96EDD9E7E76C6F00EF8E3D125EA9;49.0;70;20
1043;2026-04-11 20:06:41;611CCE492667135DD351E0C7DBCE08B44DC89DFA861AEBEF66FE42B9C450A567;48.0;70;20
1043;2026-04-11 20:06:50;94388DDAD82A742BC853872646E953C5F95B8E5BCC3B84D299DD2EE3425F79E4;59.0;70;20
1043;2026-04-11 20:07:17;493CFE468418AD448447827F234341D6F71D99C6BA2AD6B6DC86CE5208E15537;47.0;70;20
1043;2026-04-11 20:07:18;694CFF9331D6E2027908C5E0D11CC26A299719CF1B155662750918720C47526F;46.0;70;20
1043;2026-04-11 20:07:25;5FEF61BD9D2C46A7602F4330F0BE4C08DD8303731B9D50B53D03170F58DE2D8F;54.0;70;20
1043;2026-04-11 20:07:33;43F871B8420FE1D46289102360CC02C995728ADCC6990F91229E32B5C7C798B3;47.0;70;20
1043;2026-04-11 20:07:37;5F5D60819D650D12E7876628A2A449054F092BFA51CE5377BC2299B8287247AF;45.0;70;20
1043;2026-04-11 20:07:39;12FE635926EB7729E6BD203BCDB79CA5DBE89FADBB42F46BBD3E84066030F427;44.0;70;20
1043;2026-04-11 20:07:40;31467017098BB4E804C30C78E70F329D456031100151E4A65E41A8294D784A51;45.0;70;20
1043;2026-04-11 20:07:41;D9D042329D6BA7260C6194F09D83EAB095303F1DD7D8B1CBF1148150DF98649B;48.0;70;20
1043;2026-04-11 20:07:45;649051987D1BF3A9519C7139B5393912AFBA0FCBF76129155B21D60F76F83BFD;56.0;70;20
1043;2026-04-11 20:08:20;F23B2365C99462EFE219647AA0D90827D15B992893A8F0798B4DF2A9DB775DE6;43.0;70;20
1043;2026-04-11 20:08:22;434108161DDAC6B2766AD1410151070DF7B7642433DAE9791F75C4591BD6BD09;42.0;70;20
1043;2026-04-11 20:08:23;80D87C28817EA714CBBCE4CD61545EA8390CF1BAEF74392BEA1D91A1D2E7C0CF;42.0;70;20
1043;2026-04-11 20:08:26;AFB2601EEE392B105CB939F9FCA0242E33970ED95B3EA3962D7D80AC8753FF32;50.0;70;20
1043;2026-04-11 20:08:34;E59EF6929CA37305E0A00647F625EAAFDD5417A5FE225010060BAB4CEA921BDF;53.0;70;20
1043;2026-04-11 20:08:36;AD1B1F6231897525C19007BF3F35049F7DAA9ACDD69A47110E23BA2D3FA05B04;52.0;70;20
1043;2026-04-11 20:08:41;5700026B694E8B1046C09DF45D34524BBEB9DBC87B5E64A0AD11BFF066A2D5F2;52.0;70;20
1043;2026-04-11 20:08:45;4727DD162D44DBC56C0CE51801E72AC42DA0A529C4E603024AB4BF4AFDA6DDBF;53.0;70;20
1043;2026-04-11 20:08:47;BF6227FE47C8CF2093869942E0624F9C5C79B85B83F3EF5F9DE2F6E87F1261A0;58.0;70;20
1043;2026-04-11 20:08:56;C7D7EAF29EE99750085DB418050317A8EBE689D1B3C47CBA5CCEB8B0A464A13A;57.0;70;20
1043;2026-04-11 20:09:02;5897257146FC8460B2F5A12031E29F61B6437CFD2D3BC3F4DCF78764BB9F3FAE;46.0;70;20
1043;2026-04-11 20:09:04;5FAC10AD5587EC01AC4A2F7F22E37DA7E37D47483D30B02B650A31EAF1C270CD;47.0;70;20
1043;2026-04-11 20:09:06;303C3192A6A45B7B77553FF677E414CF098351E2EF5FCD54B170D04E1372CACB;46.0;70;20
1043;2026-04-11 20:09:08;34021FBF79B4ABC2B5D672E918A479F96CD6D9689767ADD2B11D8640A34916E8;50.0;70;20
1043;2026-04-11 20:09:10;24806CCEB7579E99CB5977D96613A1CA4B2E5C1776479847A49542858DFB36A8;47.0;70;20
1043;2026-04-11 20:09:11;3070BC99724257C76215BE2D8562F2D478D8056B2C92DAD6D1838C008E5AEF70;48.0;70;20
1043;2026-04-11 20:09:13;94F87EB1B9C9306C058D605ADA4C396A4F3454A51CA93EC15ADE2ACC9015E48E;44.0;70;20
1043;2026-04-11 20:09:17;EF42D73BF6EDFF0C546340305B4E5262E96CF21A1D4AC063518F45056C8F2F66;59.0;70;20
1043;2026-04-11 20:09:19;C267CE6DAA4A85544B7C2F6F276FF4753A0FCD41A8640E6661F262096BD52490;50.0;70;20
1043;2026-04-11 20:09:59;1A7391D46AE390F57C78C059F0B09F9FB61AA9319D45B6F9B1F41E2558BD2411;40.0;70;20
1043;2026-04-11 20:10:00;8CBF95C5AF3AC8B7282B74D02F4C3E12265C6C3DCAAA14F778CED13823CCEFB9;41.0;70;20
1043;2026-04-11 20:10:04;EC6A293893BF4440392C67559D1AB27EABEF433881B1D7F8996FE2E2C909A82E;47.0;70;20
1043;2026-04-11 20:10:06;3A11B276170020B18A518A8BBEBAA04FDBB7EBDB1B0F80E20679BEC9CED5E6F7;45.0;70;20
1043;2026-04-11 20:10:07;9783D031BAB040A4B99CCFDC31C113F21FA97670DCE1BA762A43729B3E28FE33;43.0;70;20
1043;2026-04-11 20:10:09;9774240B03CACBE184456572D6DC10082177136F3B7EA017E0B161A5A9B7EA18;45.0;70;20
1043;2026-04-11 20:10:12;D292F2FACA29D73A0348AC9536B42A42E11E4A171C2277E9EB307D07383D67A5;42.0;70;20
1043;2026-04-11 20:10:14;40194430DB6C215C71827148209CA5A466A5EA2F2FCF7F757A10B349A7B41117;44.0;70;20
1043;2026-04-11 20:10:17;20A9C6F02046BE01EE782AE39300F9E3ED80C20018FB325073F40FDB4DC487F7;38.0;70;20
1043;2026-04-11 20:10:18;ADE153DB702EF2427CE62F30514BF425B6951284C7E4DC495F0B9979183BB60D;42.0;70;20
1043;2026-04-11 20:10:22;E53C149AD5C34B850AC3A9FF2C67C3AF08B79F4279DDF92E68349CC3B5F66A8D;47.0;70;20
1043;2026-04-11 20:10:33;C95CB4545956335CC3F98D7D87C6FB7CA6C14BAA66B522FBBBF5519491C6E137;59.0;70;20
1043;2026-04-11 20:10:34;D21889EA872B34A764FE6A0CB53B705A6198B428333056A6EBF09A1E7053C13E;58.0;70;20
1043;2026-04-11 20:10:43;6665E4F91E57CEDDB54E455B1AE496B75DE108790E35A594401DB4F8A2547656;54.0;70;20
1043;2026-04-11 20:10:47;9A074768725FDE225BB82DF45CBA205443047B0F56F76B27F60C6D44DC306459;54.0;70;20
1043;2026-04-11 20:10:49;46200840EC7C30F35C0FF352A1182CFFE0841A672E3ABE5DB5E02D4708824286;58.0;70;20
1043;2026-04-11 20:10:50;61FBE6BBBB694448EBBD510DFB4DD8CC75E2CCCEFFB6187F2ACCC314AED25FBB;56.0;70;20
1043;2026-04-11 20:10:54;7A6A4ABAB1634598FC5307C77159C770479BD572CD682355D035F568DD7BB197;55.0;70;20
1043;2026-04-11 20:11:39;558953557549CA705FCCB1DA960C359A66676228AA4870127107B9B2F7DBD8FE;48.0;70;20
1043;2026-04-11 20:11:40;AFA0076CC4947365AEF67D0A6A551D0102ADE86A5D674F3470BB6672C61A1C0F;39.0;70;20
1043;2026-04-11 20:11:42;4EF97B442BA3A3EFD6B7F617547BCC59E7CA6B556EB2233204FDD67EC24CBAD5;45.0;70;20
1043;2026-04-11 20:11:44;23B8009168B0011B98C551CA4A63C7DCE1B9559C25C1E52E5C6D383AC8B76E56;47.0;70;20
1043;2026-04-11 20:11:45;11FFB5E5B4932E9317301BD9E0D609B8FBBCB08BB6478F7076DA4EA6E85CDFA3;49.0;70;20
1043;2026-04-11 20:11:50;D3B257E7CECEF509D0191687DE0ABD85D148EC3198817675A908F53331D03EF5;62.0;70;20
1043;2026-04-11 20:12:02;798C3BCD58B9CDA152ACB7C84B066421B6AE62C94D56638222A0827E30A0DD96;59.0;70;20
1043;2026-04-11 20:12:07;71FC000584B5A6D90589FF83B4983A628DCC552B9F203B664F36695018376C1F;63.0;70;20
1043;2026-04-11 20:12:09;41F621B613C601F08ED9144DF78196821652E244F39EF3F25FC2E70E6153930F;55.0;70;20
1043;2026-04-11 20:12:13;5E83DA4FE323F294F0F97D32002B06D8DF7EEC4E672BF346859B9EF868499AF0;57.0;70;20
1043;2026-04-11 20:12:16;14029C0AA827234F1E3CD90DE98267F5D01C9D53A6B04FE08E0E52DE5A7710B3;51.0;70;20
1043;2026-04-11 20:12:26;9D443BA48F20CADA48A5322724ABFC282936E836E2996EB5B693486DB102CD73;47.0;70;20
1043;2026-04-11 20:12:27;3847E34A3C3B187889F1030B406CBDE21C46CB3B459C1C5F34116CA20E8C65B4;52.0;70;20
1043;2026-04-11 20:12:30;B3EB4BDB96986609BDB4B496A43BCC570CABAAEF3311FA8321309ADDD114CC96;59.0;70;20
1043;2026-04-11 20:12:45;6BFF64A661099CF83705611D669E979EA104D3BF2FA37EF546B25CA2A048AF62;51.0;70;20
1043;2026-04-11 20:12:48;0EDAC7A404D69F3D3EEAA4CA9DB37BE182B470CFF128383BAE139FB99F3C44CA;50.0;70;20
1043;2026-04-11 20:12:50;06B72C844FC438301CB74A6932191701C839B1BE0F914C78FDB595EFEBD0170C;49.0;70;20
1043;2026-04-11 20:13:18;D5914691C458263E24A50C70D612B72785DED8F7399E346C2A6F67DB8F2166B6;47.0;70;20
1043;2026-04-11 20:13:20;D2A5783BD1D7C36EBD8752AFA4B47381AC0DCDFAEA89E1C9CA6F374F0A4FE9B9;48.0;70;20
1043;2026-04-11 20:13:28;875BEDAE2FE42B3C5262BA7563B46457D906C89C91227C39455A77659E047093;55.0;70;20
1043;2026-04-11 20:13:51;DA586C0A0DAE4AA6510EC8A8E6A8FAACE7511BABC8C91F869848B07AE2006295;58.0;70;20
1043;2026-04-11 20:14:00;9E707957B24993BE1C16CE78A8220FD26A68DF3446812FC1D7DF5C88E0FF01A6;55.0;70;20
1043;2026-04-11 20:14:09;159FDA1748D5A579043BCACD7E29599A6812869C4AAD9337F698C7E4F7B93381;52.0;70;20
1043;2026-04-11 20:14:12;B421D159A2B00D2E09628F101FF96B85B40F6A4CC38C6CFE541D45837984B8DD;45.0;70;20
1043;2026-04-11 20:14:15;0732EADAC0A940DDBC73487B9CB76127F64EDC5FEAF8A9AD02A69F87444FDD79;61.0;70;20
1043;2026-04-11 20:14:17;E336DCB5E718933BB4A7F364A1685A7DDC7058535506DA1C52E9CC0D3CE0C4CC;49.0;70;20
1043;2026-04-11 20:14:20;62963B60AA9BA7FE6F402F93EF48631C6F7218DD4D6B95017B9D0B74488B7C91;60.0;70;20
1043;2026-04-11 20:14:28;211DE4DCD1B0ED0E262BF542B106ABF7CDA8AF5C8DBDF3A955C39019F053754B;57.0;70;20
1043;2026-04-11 20:14:32;FB5259FFAF9ED7764EE1E78890DE671474263503888CC91362E9B7B882600C71;54.0;70;20
1043;2026-04-11 20:14:57;DF9D1690FC99DFD79D2BC1281D17B3EBF8FBBB2BC80AD99EC598A78C15B98CC4;50.0;70;20
1043;2026-04-11 20:15:00;728E242F6A1AA85363B41A1CE84953D7588654DF1930A4A78FC217645B2532BD;45.0;70;20
1043;2026-04-11 20:15:13;B2A5B96A8BDDA6A02129E2844D71072302D80FF49084E6EB3C53AB1EA9773AAC;65.0;70;20
1043;2026-04-11 20:15:26;9F2163E6A9F2AAFFA0C292E6ADC1D21E127B1DAB926A8850C5CB2AB518FF4E17;49.0;70;20
1043;2026-04-11 20:15:38;6073707A140C8B319842D99FE7D697CB4B875C72DE347DE2F18C7AA19E3C57B6;56.0;70;20
1043;2026-04-11 20:15:42;DDC2022F02E2110BBEDDD00801B5B152E0466490E26773999F467D8DC7544E75;54.0;70;20
1043;2026-04-11 20:15:47;85D6AF87AEFF9929F951C3752C0A676000942444A59DCD8D91645C0E559EEBA3;66.0;70;20
1043;2026-04-11 20:15:53;DDA9064310C964DEDA1995FA86062FAB1AC19A9BFA8DD18A6A3216281FBEB06E;57.0;70;20
1043;2026-04-11 20:15:56;9831B0F7319FBFE622BB14E6B0393F98A23344AFD6D5CE4CF89F8FF2747D05B0;52.0;70;20
1043;2026-04-11 20:16:00;9EAD56E5BB38CF56F0736DA4C34CA984C5728A6513E41D43387EAD0C6C5A7414;55.0;70;20
1043;2026-04-11 20:16:01;B4E338ECDA414E6BCA336E110AECC9EA5BBEA017F9A1E8D2EA8B716C5B02B9E7;58.0;70;20
1043;2026-04-11 20:16:38;3E612DD4BB5C93BFF48E895BFD95D679793016937FEB7F81B4AE9B7913054C6E;46.0;70;20
1043;2026-04-11 20:16:40;AEA6D56FBFC71EC9CE6BFC2116373566E69E2308F4485E70CFBAAD6B3C39B294;40.0;70;20
1043;2026-04-11 20:16:43;8D19690C4667FCF3FD49B287E31A3C42FFD0988AC16961B61BA1FBFF9875215F;45.0;70;20
1043;2026-04-11 20:17:12;82CEEAC712BF7C1D5BE8ECF403E5E443732C7294C7AAE2A1C589E88028C01F91;61.0;70;20
1043;2026-04-11 20:17:15;5E436C2EAE9CDB9BDE33ABF7FACFBD3BB8DFE10C3C74082B3C016358CC3C3832;59.0;70;20
1043;2026-04-11 20:17:23;951ED4CE9DF2A47E7D6A8B26257538C244CE1F04C164F018D3C7D64A649E21D9;53.0;70;20
1043;2026-04-11 20:17:24;15934BC66805F0A7A37B262F705CDD2235153D97D2008B93079850670CD1F331;52.0;70;20
1043;2026-04-11 20:17:27;405F0A2422590FCEAE6BD22AE469842E84849B3624EB0CEC2541A3E0600DC842;55.0;70;20
1043;2026-04-11 20:17:34;9E45F01A06130A0A432F4F7FC838F9B2A22DFEF6474B4E108B19238D73F15125;44.0;70;20
1043;2026-04-11 20:17:36;E4E09F4930EABA15486F8348A75BF4C815360AC116BD18A439354D355645847C;48.0;70;20
1043;2026-04-11 20:17:43;104DE152E8756D190ACBD98B0BE38B163BE1418085B045148CA6EF967A9122DC;50.0;70;20
1043;2026-04-11 20:17:44;3D4D583FD8E60A82EFE7C13C6C2EE4160F3E3791EAFD46C142C59027C46C1535;63.0;70;20
1043;2026-04-11 20:17:47;5B0AE604C357BEEFB94D4D3FE0B249999B2F2267F77AB79C0BA1EBE4FF2E2DE7;48.0;70;20
1043;2026-04-11 20:17:50;5FBF78409A94ABEF038CE710E839BCEA3490FACDF731740847A2AF29C6E729E9;50.0;70;20
1043;2026-04-11 20:18:13;DCB537CC98596DBFA0E0137F1557DD3A211BA1B069F472323BB54FE20540A90F;48.0;70;20
1043;2026-04-11 20:18:18;946654B5C61333980A81828D29D946C4F449493E8ABA0F94DF206C2AFB33CE1A;49.0;70;20
1043;2026-04-11 20:18:21;A9B57F2FC6F539B2BD3EBAED629C54A040BDDCF6141606F7664145672B6B6F35;43.0;70;20
1043;2026-04-11 20:18:22;3F1C31F6BB242463398DCBA2B8770D7DEE08BD0A047B5CF27924489F8258D6A3;46.0;70;20
1043;2026-04-11 20:18:24;DFB0BDB162F21D6B5EB23E7172B41CE0CC24E1B98FE90078D79E24B9FF291F29;48.0;70;20
1043;2026-04-11 20:18:26;622AEE88E87EEE066C2AA0DD77D38969F6AB5A2CC4F98D6B5A9230B592928F14;44.0;70;20
1043;2026-04-11 20:18:53;36A50EC5979BAE0D6AB069C4F98F292BE314E6770C287151C8454768EA958B9A;55.0;70;20
1043;2026-04-11 20:18:56;7CB82CD5750E963C0B52628BAA569DAA7BB9436BAB0D15F0679F782BDDC4108D;54.0;70;20
1043;2026-04-11 20:18:58;763B32E40BBC37670F699CF17D202F05B193466AB4EDF89D86956060E11F3709;53.0;70;20
1043;2026-04-11 20:19:00;4A45B6F4C930BFF03F2A1A4A92CAA5D37DA80C7A82D3A5AA64A515AB64A9E7E8;52.0;70;20
1043;2026-04-11 20:19:17;2A7D3B4B5763E026721FD4ED0C05CAC165A2E9E8A504AB18FAE4312A101E0271;59.0;70;20
1043;2026-04-11 20:19:23;05C856992ED84EEFD38FB5DEFEFE85026338D0493B97825CA1A2032116C67A33;53.0;70;20
1043;2026-04-11 20:19:59;C13A6D51E2FAA0ED4E54F200471C8911D5EE0ABAD38F56B946DACA0D8614C121;49.0;70;20
1043;2026-04-11 20:20:01;AF69681AE6BE529A07EF0B729A7C24E568E9D4BE76A02FA053427E022C38689D;47.0;70;20
1043;2026-04-11 20:20:03;92DB8021B590734DC728D95C1F562B0607388C0150CAADAA8C16BF6E946FF012;47.0;70;20
1043;2026-04-11 20:20:05;E66B7E57200D9297C243DD9BF828C5EB1CB4D32A06E336F552D53FAE2512CC0F;53.0;70;20
1043;2026-04-11 20:20:15;EBC43920F62F43E231F26D1C0AC82728C41C2654EF9CFC2782F5061919E97974;45.0;70;20
1043;2026-04-11 20:20:37;280D7478DA072B388B45E3CB4E6DE81FF7E4877BCA0999812E40381DBC217E3E;55.0;70;20
1043;2026-04-11 20:20:50;8E47FC3F4D8ABA4828BDEF80BA8E472F11F986ACFD599AEF617DC4D2B457DF18;66.0;70;20
1043;2026-04-11 20:20:52;3E908A345C4AF2CCCFAF55CC177014DDD3ADDCF649114343FD66D4F34104037C;62.0;70;20
1043;2026-04-11 20:20:55;BB7F492580993A348C70CA97DBEAC9DA2CE33E124F0320B31E97A405594985A7;52.0;70;20
1043;2026-04-11 20:21:01;27D1881A8ADFB238E4590420193B92BB4C0A2C241160E7E8F0637A09EDD0D648;61.0;70;20
1043;2026-04-11 20:21:37;022978977FC8403E6290048EE593B7AF0987BFEEFC4CEE92CE470B5AF15964A2;54.0;70;20
1043;2026-04-11 20:21:52;A545CC0D462B8D450B06781CB774D5CBAB62035D5E7843D12C759C3B199D629B;46.0;70;20
1043;2026-04-11 20:22:13;248924D3CCF3AA53DF3C6878667500AB99B9A84D2395C941046BDFD80F3F432A;62.0;70;20
1043;2026-04-11 20:22:18;CB98496F167A13B90DCCC60E290C8DBDB7BAB5281A20CE9D1D5300DEFFFDCC26;56.0;70;20
1043;2026-04-11 20:22:21;9C977A8CD369BA2CD3C7C42772D75AD1FBF810AAF73BA269E424C0D19A0577D9;57.0;70;20
1043;2026-04-11 20:22:24;6CC7ED9835B64B32315A9CF16307B01427A313B83844ED3D25C36DC7EC19C690;58.0;70;20
1043;2026-04-11 20:22:26;35A63642DCB20985F3A39F4253E38756039331F11087CCA70505778592B7B02F;50.0;70;20
1043;2026-04-11 20:22:28;9E45EDDF8F40B0727EF8A3843A8354EC0923AAC85365C0B3FB2EE52D18E1E575;58.0;70;20
1043;2026-04-11 20:22:30;A4C5BE3985929280984DED92D7B432211BC0011F7BD3E5704A05DC3E08686DCA;55.0;70;20
1043;2026-04-11 20:22:35;45EA6A74A7CFC337B9F5B9599211E5F4EA6E0D92E1CC3DBCF94F467465F81F76;51.0;70;20
1043;2026-04-11 20:22:39;F6933EB68162EDDE41FDD4DAD403199BA4DE94E227407F456C0336018F78C8F8;48.0;70;20
1043;2026-04-11 20:22:42;A894C6CF540262DC0BB384732BF910E94D5B17972796C138EF30E88092D13A04;59.0;70;20
1043;2026-04-11 20:22:44;6C555B92CAFF425F6C693FB7686E868649B4F0C33AC9784B7DEC468B4969E92E;61.0;70;20
1043;2026-04-11 20:22:48;E422118A7C1721C40534DC834F54A0398E99D637DCCF620E5506767D6B1BAF26;59.0;70;20
1043;2026-04-11 20:22:51;ABB1C20C7DD01CEB26E9C2AD9B72E26B9D1C47EA27FB878EEFEEB57EBCAD59F7;53.0;70;20
1043;2026-04-11 20:23:20;591203609CB5B38BDE9E8DA93E66B8A34CADC93335DDCDB5377532EE427A95A7;45.0;70;20
1043;2026-04-11 20:23:21;2748DAD836063D04C21A55B5DBACFF593FA48A9DBE82AF659581A6714EA6416C;45.0;70;20
1043;2026-04-11 20:23:23;415CC401280F02861E55A85C96D8E3A54B62B142EB43ED23D7EB4771AEFDE9EC;48.0;70;20
1043;2026-04-11 20:23:25;95EBE0FA3B32EA8E2522FE02FD5A3A4C92B76EF4EF4CEDFF43CD59AA5D96392E;57.0;70;20
1043;2026-04-11 20:24:11;8F5643335AEE7EECF2A2E21FB1A9207BED1507C3EF0550EDA592319D4EA0332D;60.0;70;20
1043;2026-04-11 20:24:26;69FCF719C35EF5B4A358A13B009676EAC34537062129FE453651E10C97820F1E;54.0;70;20
1043;2026-04-11 20:24:30;C25FC0457B8C9E72A242722308058BA4C2A5DD16E53E2D5321F866BC0D23C16E;52.0;70;20
1043;2026-04-11 20:24:59;A8AE3E2194CCEA9BDCB03A6CA0D8FB5195B4A2A9870E088131FA42BF1637D4D8;49.0;70;20
1043;2026-04-11 20:25:00;7CE7E494373C31BB283C27918AE4961F15B98363F404AAC9AD68EA346FF06FC3;48.0;70;20
1043;2026-04-11 20:25:05;E6DECE9C622314026B9DE42F9E0B80C6BE67A86786C0F00D3CCAAFCB4DD78A6B;42.0;70;20
1043;2026-04-11 20:25:22;B59BF5DCBF5DBD7CBAFB03F01A7E5CB0CF533AB1AB22C983E0F7AEE2624240DD;60.0;70;20
1043;2026-04-11 20:25:28;C5EFA4156A1C96580AFCD78EC8BA91F236DD09C0FDB66D87F234745D36C29CE6;62.0;70;20
1043;2026-04-11 20:25:33;CC7ECC21C384337E51C3559F83BA4CDF083080C54429A249319DC7D9CF86CF5B;60.0;70;20
1043;2026-04-11 20:25:37;CB7253162B0C5C6605C7B4B8F6342D225AE95CED4A3D14E791D703752DEC97B9;52.0;70;20
1043;2026-04-11 20:25:38;21872F9285395AA088B2005F1738A391DC7D65EE9239BB560931968F9D0B4FEB;52.0;70;20
1043;2026-04-11 20:25:40;E10D97A5E61FE36CA49A02FE030BEC28258771C8CFF034147DF9A45D9D5AF5CE;50.0;70;20
1043;2026-04-11 20:25:43;65F1A491DC5EEFECDF578DAA88DEC80565A0E419A0AA4CE7944E27752230AC0B;54.0;70;20
1043;2026-04-11 20:25:44;C85606E429030F0F5A9B19607613121FBD7A6786C028227DBD41E109E657DD7E;59.0;70;20
1043;2026-04-11 20:25:50;D6B6B87C0DBF8F830B0BCD84944459AC0CB71D991F9C7A56CBF3E29360B90680;55.0;70;20
1043;2026-04-11 20:26:02;8055424DFFC17BB24204CF95C952CDE5DF31BF69AD2AA8CE2122D4515444E6E2;56.0;70;20
1043;2026-04-11 20:26:41;DB5D5063E91314FF130B36C1EF44B1ACCE0A43CCDC394F7D105307F0448FF4CA;39.0;70;20
1043;2026-04-11 20:26:43;83FD0C5647DF4D7AE07458AF118404DAE06ACAEF28D27D207E2E444815F604CE;42.0;70;20
1043;2026-04-11 20:26:45;F1DB076468E3B0E3D23F00E1E8C317EF20F6BD67C084C74188EBAA871E15874A;41.0;70;20
1043;2026-04-11 20:26:49;4565BB8CF664D312630BB32E7FF6BAE37D21B29BC5BE0E1E2F7FC4DC9E9EAADF;52.0;70;20
1043;2026-04-11 20:26:59;6748F1889CC1BDC6256A3F7CA091FADC9555B40CB4D26E55CA242E99E3EB6D7B;66.0;70;20
1043;2026-04-11 20:27:15;146E67D0230C06CD4DBFABB9E2B7043FD6E7656FFDEC927BD5D0B984E2CA36F2;57.0;70;20
1043;2026-04-11 20:27:22;DE78E1A110561465208ECBF6FC1CD31D9A5D65BB6E7C9EEAA0DB6D66C5FA1ED8;62.0;70;20
1043;2026-04-11 20:27:25;D156808392200D798A7970F8A977EEED25C003D20229ECDA38AF3BDAA49DFD84;62.0;70;20
1043;2026-04-11 20:27:41;5990FB4AB61C3F0162121F3A8EF935382C4DD73AF170FD8F96320E281D380607;65.0;70;20
1043;2026-04-11 20:27:46;7E94B16F97622F433971483A41D93B915C693485052FE32A821732F735679F9D;57.0;70;20
1043;2026-04-11 20:27:52;C1FBFC95B11D50B741CA261BE004F89FE0AA00441AD0AB536D9C943CED5E7D23;52.0;70;20
1043;2026-04-11 20:28:19;F419269A7BDD88F3DF16D1801DAFB1DCCD136CA643F88F1BA1AB64622492BB28;45.0;70;20
1043;2026-04-11 20:28:21;9242899E64E732C0337DF334D3C8CA07B33E8D78F75954EA3960CDFE8D7E95E3;45.0;70;20
1043;2026-04-11 20:28:24;1294A28CAD1CB5784BE516B6E1146F3E80C5AB7F8ECFA1DFFA18B279F0F19A0C;43.0;70;20
1043;2026-04-11 20:28:43;6DFB3F813F149D42B302DC3C5DA29D9B69DE7BEFCA1443112FB42A96C23A8DF1;65.0;70;20
1043;2026-04-11 20:28:53;5B282D4AF1F24752A0F3009809E9DB0153B8ADCA35EB08A13805323AEBA155DA;54.0;70;20
1043;2026-04-11 20:29:01;E51898CA3510707CF7EC4B027A4210B30D3F0C31CC0B4485D88715289807E3A1;47.0;70;20
1043;2026-04-11 20:29:03;EC2E4B4BFB0E9EDC40BB867A6254AC584059C540D21C58825792D3A4513EBE53;54.0;70;20
1043;2026-04-11 20:29:11;A66475087B9E3819937B5B510A9A16E376BA32C84D46901C3F510BC925661F08;48.0;70;20
1043;2026-04-11 20:29:13;8177B1C4FA44F4F3355B288BA285F569E4D79BF70DF804773247D28B76C8E1C4;42.0;70;20
1043;2026-04-11 20:29:15;FABEF471945B382B389DCCD2DD49EEA819A96F8A31DE562F5618E441DF31FC6A;44.0;70;20
1043;2026-04-11 20:29:17;83A25A061E39C54A9FFA42AC4D2DF86096C0B16BF763393DDC53A10698301AB5;49.0;70;20
1043;2026-04-11 20:29:55;1BDC1EBF6F3EBCDFE581EDBC7247242BE42693C4E44695DDD752E421A3F4819A;50.0;70;20
1043;2026-04-11 20:29:59;652E82003775A0D09563A184FF93587B8F8BF6FCDBBFC2BB436EEE67AA05BFC9;43.0;70;20
1043;2026-04-11 20:30:02;0C8EDC973E7B632C7F514C40E80CD59A31BD09526C6E58FCA72365419869BBE3;50.0;70;20
1043;2026-04-11 20:30:05;00BD75AF86B8991AD62E8DE5FA454026527C72D42EE98E5D1D9EA16DE2CBD07F;46.0;70;20
1043;2026-04-11 20:30:11;B5818DC9D42C04E294A3725933EE6054A195AD183000DFEBE8882B5CAF8C1441;55.0;70;20
1043;2026-04-11 20:30:28;B2A94D96DDC8274410540968EF0C1CFBCAA077FCB0BA4F5279CB1745CAD2E1EF;57.0;70;20
1043;2026-04-11 20:30:28;90FEBD18DA769330BD0463C1BEBA7743F802C4905A84193676117EFEDB5BA4A2;61.0;70;20
1043;2026-04-11 20:30:40;FFCC6F8AF3DA69666C10504120F266541D143C76CB1BC9766E5320684694E57D;46.0;70;20
1043;2026-04-11 20:30:41;86DD61C1E80964E0FD55E56010A1B66C6FC50500EA119F2320F7ABDEEB3F92AC;44.0;70;20
1043;2026-04-11 20:30:43;0443393E78E68A005937AC4970898B3CA5EF5A1F0C6C63266A71043B65307C9A;47.0;70;20
1043;2026-04-11 20:30:49;9E70533D629C98065E31A84F5741A517B7CC13D1DD0C2144DD95F71B7A3D8717;52.0;70;20
1043;2026-04-11 20:30:56;65B11CEC2D7DD244F3F58553367AC892F83B6C651D1D12157FF568F21F9F7249;54.0;70;20
1043;2026-04-11 20:31:07;83A0C580CCAF15F51ABC827DC5AE54D267E61EC7E6211A6A0E404CC0B9A8013A;48.0;70;20
